Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas
2023/06/06 11:20:53 am gmt+5:30,23,female,once a month,beauty and personal care;clothing and fashion;home and kitchen,yes,few times a month,keyword,multiple pages,2,yes,often,high shipping costs,often,yes,moderately,yes,2,yes,3,4,competitive prices,reducing packaging waste
2023/06/06 11:49:21 am gmt+5:30,30,male,multiple times a week,clothing and fashion;home and kitchen,yes,few times a week,keyword,multiple pages,3,yes,sometimes,found a better price elsewhere,sometimes,yes,moderately,yes,1,yes,1,2,competitive prices,customer service responsiveness
2023/06/06 12:00:16 pm gmt+5:30,23,female,less than once a month,beauty and personal care;home and kitchen,no,multiple times a day,categories,multiple pages,1,yes,sometimes,found a better price elsewhere,often,no,heavily,yes,3,sometimes,3,3,wide product selection,customer service responsiveness
2023/06/06 12:52:14 pm gmt+5:30,21,female,less than once a month,clothing and fashion,no,rarely,keyword,multiple pages,1,yes,never,high shipping costs,never,no,heavily,yes,4,sometimes,3,3,wide product selection,reducing packaging waste
2023/06/06 1:06:16 pm gmt+5:30,23,female,once a month,beauty and personal care;home and kitchen,no,few times a week,categories,multiple pages,1,yes,sometimes,changed my mind or no longer need the item,often,yes,moderately,no,3,yes,2,2,product recommendations,product quality and accuracy
2023/06/06 2:07:12 pm gmt+5:30,21,female,once a month,clothing and fashion,sometimes,few times a week,categories,multiple pages,3,yes,always,changed my mind or no longer need the item,often,no,moderately,sometimes,3,sometimes,3,3,user-friendly website/app interface,customer service responsiveness
2023/06/06 3:02:38 pm gmt+5:30,23,female,less than once a month,clothing and fashion;others,no,few times a month,keyword,multiple pages,2,yes,often,changed my mind or no longer need the item,rarely,no,moderately,yes,2,sometimes,2,1,wide product selection,shipping speed and reliability
2023/06/06 4:25:49 pm gmt+5:30,27,male,once a month,others,sometimes,few times a month,keyword,multiple pages,3,yes,sometimes,changed my mind or no longer need the item,often,yes,moderately,yes,3,sometimes,3,1,wide product selection,product quality and accuracy
2023/06/06 4:46:25 pm gmt+5:30,38,female,once a month,beauty and personal care;home and kitchen,no,few times a month,keyword,multiple pages,2,yes,often,changed my mind or no longer need the item,never,yes,moderately,sometimes,4,sometimes,4,2,wide product selection,product quality and accuracy
2023/06/06 5:16:58 pm gmt+5:30,23,female,less than once a month,beauty and personal care;clothing and fashion,no,rarely,keyword,first page,1,yes,sometimes,found a better price elsewhere,never,no,heavily,yes,3,no,2,2,user-friendly website/app interface,product quality and accuracy
2023/06/06 6:32:00 pm gmt+5:30,38,female,less than once a month,beauty and personal care;clothing and fashion;home and kitchen,no,few times a month,categories,first page,3,no,sometimes,found a better price elsewhere,rarely,no,moderately,no,4,no,4,2,product recommendations,shipping speed and reliability
2023/06/06 6:32:36 pm gmt+5:30,23,male,few times a month,others,no,few times a week,categories,multiple pages,3,no,rarely,found a better price elsewhere,sometimes,yes,heavily,sometimes,2,yes,3,3,competitive prices,reducing packaging waste
2023/06/06 6:33:23 pm gmt+5:30,24,male,once a week,clothing and fashion;others,no,few times a week,categories,first page,2,no,often,found a better price elsewhere,often,yes,occasionally,no,3,no,3,2,product recommendations,customer service responsiveness
2023/06/06 6:34:44 pm gmt+5:30,25,female,once a week,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen,yes,few times a week,filter,first page,2,no,often,found a better price elsewhere,sometimes,yes,heavily,no,2,yes,3,2,product recommendations,customer service responsiveness
2023/06/06 6:35:14 pm gmt+5:30,26,male,less than once a month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen;others,yes,few times a week,keyword,multiple pages,1,yes,often,found a better price elsewhere,sometimes,no,heavily,yes,1,yes,2,1,wide product selection,customer service responsiveness
2023/06/06 6:35:33 pm gmt+5:30,27,male,once a week,beauty and personal care;clothing and fashion;home and kitchen;others,no,few times a month,filter,first page,3,no,sometimes,found a better price elsewhere,sometimes,yes,occasionally,no,3,no,3,2,competitive prices,product quality and accuracy
2023/06/06 6:36:16 pm gmt+5:30,29,prefer not to say,once a week,beauty and personal care,yes,few times a week,categories,multiple pages,1,no,sometimes,found a better price elsewhere,sometimes,yes,occasionally,no,3,no,2,1,competitive prices,customer service responsiveness
2023/06/06 6:37:19 pm gmt+5:30,35,prefer not to say,few times a month,beauty and personal care;clothing and fashion;home and kitchen,no,few times a month,filter,multiple pages,3,no,sometimes,found a better price elsewhere,sometimes,no,never,no,4,no,3,2,competitive prices,reducing packaging waste
2023/06/06 6:37:26 pm gmt+5:30,21,female,once a month,beauty and personal care;clothing and fashion,yes,few times a week,keyword,multiple pages,1,yes,sometimes,changed my mind or no longer need the item,sometimes,no,heavily,yes,1,sometimes,3,1,competitive prices,product quality and accuracy
2023/06/06 6:38:03 pm gmt+5:30,36,male,few times a month,beauty and personal care;home and kitchen,no,few times a month,categories,first page,4,maybe,sometimes,changed my mind or no longer need the item,often,yes,occasionally,no,2,yes,2,3,product recommendations,customer service responsiveness
2023/06/06 6:38:45 pm gmt+5:30,44,female,few times a month,beauty and personal care,no,multiple times a day,filter,first page,2,no,often,high shipping costs,sometimes,no,occasionally,no,2,no,2,2,competitive prices,customer service responsiveness
2023/06/06 6:38:49 pm gmt+5:30,32,female,once a week,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen;others,yes,multiple times a day,keyword,multiple pages,1,yes,often,found a better price elsewhere,always,yes,heavily,yes,1,yes,1,1,user-friendly website/app interface,customer service responsiveness
2023/06/06 6:39:26 pm gmt+5:30,30,male,few times a month,groceries and gourmet food;beauty and personal care;home and kitchen,no,few times a month,filter,multiple pages,3,yes,always,high shipping costs,often,yes,moderately,yes,4,no,3,2,competitive prices,product quality and accuracy
2023/06/06 6:40:27 pm gmt+5:30,36,others,less than once a month,others,sometimes,rarely,others,first page,5,maybe,never,others,never,no,never,sometimes,5,sometimes,5,5,user-friendly website/app interface,shipping speed and reliability
2023/06/06 6:40:30 pm gmt+5:30,25,male,less than once a month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen;others,no,rarely,keyword,multiple pages,1,yes,sometimes,changed my mind or no longer need the item,always,no,heavily,yes,1,yes,1,1,wide product selection,customer service responsiveness
2023/06/06 6:41:11 pm gmt+5:30,20,female,multiple times a week,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen,yes,multiple times a day,keyword,multiple pages,1,yes,always,high shipping costs,always,yes,heavily,yes,4,yes,1,1,wide product selection,product quality and accuracy
2023/06/06 6:42:00 pm gmt+5:30,35,female,once a week,beauty and personal care,no,few times a month,categories,first page,3,no,rarely,changed my mind or no longer need the item,sometimes,no,occasionally,no,2,sometimes,4,3,product recommendations,product quality and accuracy
2023/06/06 6:42:07 pm gmt+5:30,42,male,less than once a month,groceries and gourmet food;home and kitchen;others,yes,few times a month,keyword,multiple pages,1,yes,often,found a better price elsewhere,always,yes,heavily,yes,1,yes,1,1,wide product selection,product quality and accuracy
2023/06/06 6:43:02 pm gmt+5:30,37,female,few times a month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen,no,few times a month,categories,multiple pages,2,no,often,found a better price elsewhere,often,no,moderately,no,2,no,1,1,product recommendations,reducing packaging waste
2023/06/06 6:43:32 pm gmt+5:30,28,female,multiple times a week,beauty and personal care;clothing and fashion;others,yes,multiple times a day,keyword,multiple pages,1,yes,often,changed my mind or no longer need the item,always,yes,heavily,yes,3,sometimes,2,1,wide product selection,customer service responsiveness
2023/06/06 6:44:04 pm gmt+5:30,27,male,once a week,beauty and personal care;home and kitchen,no,few times a week,categories,first page,2,no,often,changed my mind or no longer need the item,often,no,heavily,sometimes,3,no,2,2,competitive prices,customer service responsiveness
2023/06/06 6:44:50 pm gmt+5:30,45,female,once a week,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen,no,multiple times a day,categories,multiple pages,2,no,often,changed my mind or no longer need the item,often,no,moderately,no,2,no,2,2,competitive prices,product quality and accuracy
2023/06/06 6:45:07 pm gmt+5:30,35,male,less than once a month,groceries and gourmet food;clothing and fashion;home and kitchen;others,yes,rarely,keyword,first page,1,yes,rarely,high shipping costs,always,yes,heavily,yes,1,yes,1,1,competitive prices,shipping speed and reliability
2023/06/06 6:45:33 pm gmt+5:30,50,female,multiple times a week,beauty and personal care;clothing and fashion;home and kitchen,no,few times a week,filter,first page,3,yes,often,changed my mind or no longer need the item,rarely,yes,moderately,no,2,no,3,2,competitive prices,reducing packaging waste
2023/06/06 6:46:14 pm gmt+5:30,54,female,few times a month,beauty and personal care;others,no,few times a week,keyword,first page,3,no,rarely,changed my mind or no longer need the item,sometimes,no,moderately,yes,2,no,3,2,competitive prices,reducing packaging waste
2023/06/06 6:46:21 pm gmt+5:30,29,female,multiple times a week,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen;others,yes,multiple times a day,keyword,multiple pages,1,yes,sometimes,changed my mind or no longer need the item,always,yes,heavily,yes,1,sometimes,1,1,competitive prices,product quality and accuracy
2023/06/06 6:48:26 pm gmt+5:30,63,male,less than once a month,groceries and gourmet food;home and kitchen;others,no,rarely,keyword,multiple pages,1,yes,sometimes,found a better price elsewhere,sometimes,no,heavily,yes,2,sometimes,3,2,competitive prices,customer service responsiveness
2023/06/06 6:51:13 pm gmt+5:30,24,male,few times a month,beauty and personal care;clothing and fashion,sometimes,few times a week,keyword,multiple pages,1,yes,sometimes,found a better price elsewhere,sometimes,no,heavily,sometimes,2,sometimes,2,1,competitive prices,product quality and accuracy
2023/06/06 6:57:14 pm gmt+5:30,23,female,less than once a month,beauty and personal care,no,rarely,keyword,multiple pages,1,yes,rarely,high shipping costs,often,yes,heavily,yes,1,yes,1,1,wide product selection,shipping speed and reliability
2023/06/06 7:02:21 pm gmt+5:30,26,female,few times a month,beauty and personal care;clothing and fashion,yes,few times a week,categories,multiple pages,1,yes,always,high shipping costs,always,yes,occasionally,yes,5,yes,1,1,wide product selection,product quality and accuracy
2023/06/06 7:08:47 pm gmt+5:30,29,male,multiple times a week,beauty and personal care;clothing and fashion,no,multiple times a day,filter,multiple pages,5,yes,sometimes,found a better price elsewhere,always,no,rarely,yes,3,yes,1,1,competitive prices,shipping speed and reliability
2023/06/06 7:10:14 pm gmt+5:30,46,prefer not to say,few times a month,beauty and personal care;clothing and fashion,no,few times a month,keyword,multiple pages,2,no,sometimes,found a better price elsewhere,sometimes,no,moderately,no,2,yes,3,2,competitive prices,reducing packaging waste
2023/06/06 7:10:55 pm gmt+5:30,24,male,less than once a month,others,no,few times a month,keyword,multiple pages,4,yes,sometimes,found a better price elsewhere,sometimes,no,occasionally,yes,3,yes,4,5,wide product selection,nil
2023/06/06 7:11:13 pm gmt+5:30,33,female,few times a month,groceries and gourmet food;beauty and personal care,no,few times a week,filter,multiple pages,2,no,sometimes,found a better price elsewhere,often,no,occasionally,no,2,no,2,2,competitive prices,reducing packaging waste
2023/06/06 7:11:46 pm gmt+5:30,33,female,once a week,beauty and personal care;others,no,few times a week,filter,first page,5,maybe,never,changed my mind or no longer need the item,rarely,no,occasionally,no,2,yes,1,1,product recommendations,shipping speed and reliability
2023/06/06 7:12:54 pm gmt+5:30,31,prefer not to say,once a month,clothing and fashion,no,few times a month,categories,first page,3,no,sometimes,changed my mind or no longer need the item,sometimes,no,heavily,no,3,no,5,4,wide product selection,shipping speed and reliability
